0;Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1226;1134;12/12/2009;29;36;56;22;09;51;21.551.53200;0;;;000;53;23.80649;3770;47811;SIM;13.077.96472;16.000.00000;46.196.15341
1227;1135;16/12/2009;05;04;19;39;06;23;29.603.14400;1;VITÓRIA;ES;16.270.57171;127;13.64669;9233;26815;NÃO;000;2.000.00000;46.652.24014
1228;1136;19/12/2009;07;31;32;37;43;34;21.230.95600;0;;;000;41;30.31649;4242;41859;SIM;2.289.69256;5.000.00000;46.979.33910
1229;1137;22/12/2009;21;28;19;25;50;43;14.493.00800;0;;;000;33;25.71212;2763;43870;SIM;3.852.71838;6.000.00000;47.202.62851
1230;1138;24/12/2009;04;25;18;15;36;02;19.145.82000;0;;;000;118;9.49916;6796;23562;SIM;5.917.53551;7.500.00000;47.497.60238
1231;1139;26/12/2009;36;42;37;09;28;31;13.557.04800;0;;;000;25;31.74814;2049;55337;SIM;61.731.49311;120.000.00000;61.731.49311
1232;1140;31/12/2009;49;58;40;46;10;27;435.346.88400;2;BRASÍLIA;DF;72.450.74746;734;34.72423;55988;65033;NÃO;000;1.500.00000;000
1233;SANTA RITA DO PASSA QUATRO;SP;;;;;;;;;;;;;;;;;;;
1234;1141;02/01/2010;40;09;37;58;50;60;5.610.85600;0;;;000;6;54.74835;683;68707;SIM;605.11335;2.000.00000;86.44479
1235;1142;06/01/2010;28;31;15;58;03;26;17.301.93000;0;;;000;66;15.34772;3640;39754;SIM;2.471.07268;5.000.00000;353.01042
1236;1143;09/01/2010;35;47;60;44;30;03;21.700.96600;0;;;000;52;24.43256;3686;49240;SIM;4.811.45435;7.000.00000;687.35067
1237;1144;13/01/2010;19;10;49;18;01;44;22.142.09400;0;;;000;92;14.09042;6105;30333;SIM;11.724.75392;15.000.00000;1.028.48725
1238;1145;16/01/2010;19;03;60;33;24;16;28.855.46200;1;BRASÍLIA;DF;14.836.72573;129;13.09579;8734;27631;NÃO;000;2.000.00000;1.473.05466
1239;1146;20/01/2010;10;34;53;33;28;06;16.304.81000;0;;;000;53;18.01080;3641;37453;SIM;1.758.42303;4.000.00000;1.724.25797
1240;1147;23/01/2010;23;39;52;31;06;33;20.872.11600;0;;;000;30;40.73225;3040;57423;SIM;4.009.41581;7.000.00000;2.045.82837
1241;1148;27/01/2010;48;32;29;55;27;28;20.929.30200;0;;;000;37;33.11663;3792;46161;SIM;6.266.57592;9.000.00000;2.368.27983
1242;1149;30/01/2010;46;54;08;36;07;23;25.751.35400;0;;;000;91;16.56730;6998;30776;SIM;16.684.53721;20.000.00000;2.765.02319
1243;1150;03/02/2010;28;17;35;52;31;15;30.139.02000;0;;;000;58;30.42246;5033;50083;SIM;19.934.93677;24.000.00000;3.229.36600
1244;1151;06/02/2010;01;25;04;14;21;51;35.293.02200;0;;;000;101;20.45788;7455;39594;SIM;23.741.17941;28.000.00000;3.773.11497
1245;1152;10/02/2010;47;36;44;29;20;14;37.101.29000;0;;;000;99;21.94052;6884;45075;SIM;27.742.43813;32.000.00000;4.344.72337
1246;1153;13/02/2010;55;46;34;17;19;06;42.232.89600;0;;;000;148;16.70638;9655;36584;SIM;32.297.12460;34.000.00000;4.995.39288
1247;1154;17/02/2010;04;14;21;26;12;28;26.100.89400;0;;;000;141;10.83751;8206;26602;SIM;46.695.01702;52.000.00000;5.397.52151
1248;1155;20/02/2010;28;58;41;40;51;20;61.880.25800;0;;;000;76;47.66853;6061;85389;SIM;53.368.61037;61.000.00000;6.350.89201
1249;1156;24/02/2010;31;49;44;24;09;48;76.877.70000;0;;;000;210;21.43257;15420;41697;SIM;61.659.63120;70.000.00000;7.535.32358
1250;1157;27/02/2010;46;09;43;41;49;29;102.544.86600;4;BRASÍLIA;DF;18.179.69401;248;24.20780;19079;44952;NÃO;000;2.500.00000;9.115.20142
1251;CONSELHEIRO LAFAIETE;MG;;;;;;;;;;;;;;;;;;;
1252;JUNDIAÍ;SP;;;;;;;;;;;;;;;;;;;
1253;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1254;1158;03/03/2010;23;31;60;55;30;54;21.846.80400;0;;;000;38;33.65871;2442;74823;SIM;2.356.10985;5.000.00000;9.451.78855
1255;1159;06/03/2010;53;46;05;06;34;55;29.453.94800;0;;;000;72;23.94993;7628;32294;SIM;25.368.06886;30.000.00000;9.905.57666
1256;1160;10/03/2010;40;05;03;48;01;18;41.908.82000;1;RECIFE;PE;29.887.80473;118;20.79297;10504;33369;NÃO;000;2.000.00000;10.551.25323
1257;1161;13/03/2010;48;47;07;04;42;51;22.587.15200;0;;;000;43;30.75291;4214;44829;SIM;2.435.95408;5.000.00000;10.899.24669
1258;1162;17/03/2010;31;25;18;41;22;30;23.890.62200;0;;;000;43;32.52761;3308;60402;SIM;5.012.48334;8.000.00000;11.267.32232
1259;1163;20/03/2010;05;51;31;53;47;17;28.875.93200;0;;;000;72;23.47992;6107;39546;SIM;8.126.66278;12.000.00000;11.712.20512
1260;1164;24/03/2010;17;06;14;40;49;26;29.005.08000;0;;;000;56;30.32349;5145;47150;SIM;21.170.17438;25.000.00000;12.159.07766
1261;1165;27/03/2010;20;52;60;42;54;40;38.087.57600;0;;;000;70;31.85507;3923;81200;SIM;25.277.80098;30.000.00000;12.745.88147
1262;1166;31/03/2010;35;28;54;30;22;31;41.027.61800;0;;;000;86;27.93000;6211;55247;SIM;29.702.50197;35.000.00000;13.377.98162
1263;1167;03/04/2010;43;28;56;20;52;51;39.708.23600;0;;;000;44;52.83493;4342;76486;SIM;33.984.91171;39.000.00000;13.989.75445
1264;1168;07/04/2010;47;20;04;56;53;05;50.462.18000;0;;;000;97;30.45703;8380;50363;SIM;39.427.10086;47.000.00000;14.767.21006
1265;1169;10/04/2010;14;01;11;23;42;48;62.859.00000;1;TUPASSI;PR;46.206.24849;179;20.55927;12185;43145;NÃO;000;19.000.00000;15.735.65974
1266;1170;14/04/2010;46;11;27;34;49;13;31.138.25800;1;RIO DE JANEIRO;RJ;19.095.12512;228;7.99563;10746;24234;NÃO;000;2.000.00000;16.215.39751
1267;1171;17/04/2010;41;03;10;30;57;13;22.664.28000;0;;;000;79;16.79608;5610;33788;SIM;2.444.27209;5.000.00000;16.564.57925
1268;1172;20/04/2010;28;52;06;43;12;56;18.538.88800;0;;;000;90;12.05964;6438;24083;SIM;4.443.63349;7.000.00000;16.850.20232
1269;1173;24/04/2010;07;25;24;36;05;47;28.108.63200;0;;;000;140;11.75452;9619;24440;SIM;7.475.06200;10.000.00000;17.283.26355
1270;1174;28/04/2010;07;52;06;51;47;39;28.791.93600;0;;;000;38;44.35887;4174;57691;SIM;19.341.42943;22.000.00000;17.726.85225
1271;1175;30/04/2010;02;03;12;37;47;16;30.584.61600;0;;;000;77;23.25442;6958;36763;SIM;22.639.88513;26.000.00000;18.198.06021
1272;1176;05/05/2010;21;11;49;14;33;30;40.516.05600;0;;;000;102;23.25521;7379;45922;SIM;27.009.41574;33.000.00000;18.822.27889
1273;1177;08/05/2010;33;52;55;47;38;50;46.418.32800;1;SÃO PAULO;SP;32.015.48803;78;34.84080;6269;61927;NÃO;000;2.000.00000;19.537.43209
1274;1178;12/05/2010;01;53;22;50;45;30;19.655.98600;0;;;000;27;42.62106;2330;70556;SIM;2.119.83694;5.000.00000;19.840.26597
1275;1179;15/05/2010;59;28;47;60;22;05;25.567.67800;0;;;000;99;15.11991;5765;37092;SIM;15.909.47094;20.000.00000;20.234.17949
1276;1180;19/05/2010;60;12;34;30;44;57;33.176.21200;0;;;000;70;27.74738;5176;53607;SIM;19.487.42220;24.000.00000;20.745.31540
1277;1181;22/05/2010;44;18;45;31;26;20;40.659.12800;0;;;000;67;35.52846;5964;57018;SIM;23.872.38269;29.000.00000;21.371.73834
1278;1182;26/05/2010;52;29;56;60;02;04;40.959.37600;0;;;000;82;29.24372;7157;47864;SIM;28.289.72398;34.000.00000;22.002.78710
1279;1183;29/05/2010;12;05;10;20;29;37;49.002.81600;4;RIO DE JANEIRO;RJ;8.393.63132;545;5.26403;21948;18673;NÃO;000;2.500.00000;22.757.75873
1280;RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
1281;SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;;;;;;;;
1282;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1283;1184;02/06/2010;04;23;27;28;09;30;20.256.36600;0;;;000;134;8.85014;7342;23075;SIM;14.661.50287;18.000.00000;23.069.84246
1284;1185;05/06/2010;54;10;02;43;21;35;29.288.10200;0;;;000;96;17.86130;5571;43969;SIM;17.820.13357;22.000.00000;23.521.07543
1285;1186;09/06/2010;41;12;15;07;13;08;36.225.72000;1;SÃO PAULO;SP;21.726.96478;196;10.82067;12126;24985;NÃO;000;1.500.00000;24.079.19419
1286;1187;12/06/2010;08;49;43;17;40;19;20.990.40000;0;;;000;42;29.25935;4013;43746;SIM;2.263.74935;5.000.00000;24.402.58697
1287;1188;16/06/2010;60;52;59;09;44;20;20.701.56600;0;;;000;32;37.87446;3164;54721;SIM;4.496.34884;7.000.00000;24.721.52975
1288;1189;19/06/2010;50;21;14;35;31;27;25.805.11400;0;;;000;44;34.33573;4064;53106;SIM;16.296.08909;20.000.00000;25.119.10138
1289;1190;23/06/2010;11;53;56;37;10;19;30.752.70000;2;SÃO GONÇALO DO RIO ABAIXO;MG;9.806.33606;146;12.33172;7261;35422;NÃO;000;2.000.00000;25.592.89897
1290;CARLÓPOLIS;PR;;;;;;;;;;;;;;;;;;;
1291;1191;26/06/2010;25;22;11;16;33;03;18.169.90800;0;;;000;138;7.70845;6525;23289;SIM;1.959.56805;4.000.00000;25.872.83729
1292;1192;30/06/2010;49;17;20;59;57;52;19.450.95200;0;;;000;34;33.49309;2691;60453;SIM;4.057.29271;6.500.00000;26.172.51225
1293;1193;03/07/2010;12;54;02;32;14;09;22.466.63600;0;;;000;72;18.26832;5845;32147;SIM;6.480.24951;9.000.00000;26.518.64895
1294;1194;07/07/2010;24;53;41;06;13;50;25.291.72000;0;;;000;54;27.42066;4511;46892;SIM;17.080.40423;21.000.00000;26.908.31087
1295;1195;10/07/2010;27;17;57;26;55;20;33.032.14000;1;MOMBAÇA;CE;20.642.81777;63;30.69654;4448;62110;NÃO;000;2.000.00000;27.417.22711
1296;1196;14/07/2010;60;03;20;19;58;06;17.725.20200;0;;;000;85;12.20859;5086;29148;SIM;1.911.60790;5.000.00000;27.690.31398
1297;1197;17/07/2010;39;54;36;37;60;49;22.316.31800;0;;;000;35;37.32911;2662;70114;SIM;4.318.35337;7.000.00000;28.034.13477
1298;1198;21/07/2010;29;22;36;58;41;48;23.482.62400;0;;;000;52;26.43848;3708;52966;SIM;6.850.88131;9.500.00000;28.395.92450
1299;1199;24/07/2010;58;28;23;39;16;19;27.352.78000;0;;;000;71;22.55466;5692;40191;SIM;18.200.52370;22.000.00000;28.817.34054
1300;1200;28/07/2010;10;03;39;54;56;11;33.518.37600;1;SÃO PAULO;SP;21.815.37629;91;21.56427;6489;43201;NÃO;000;2.000.00000;29.333.74806
1301;1201;31/07/2010;36;32;55;49;60;28;19.058.16800;0;;;000;67;16.65327;3425;46538;SIM;2.055.36413;5.000.00000;29.627.37153
1302;1202;04/08/2010;09;60;11;53;48;08;20.920.80000;0;;;000;63;19.44155;4195;41710;SIM;4.311.60733;7.000.00000;29.949.69200
1303;1203;07/08/2010;55;30;33;09;07;38;25.095.69400;0;;;000;99;14.84080;6138;34195;SIM;7.018.09986;10.000.00000;30.336.33381
1304;1204;11/08/2010;10;25;05;39;52;43;26.275.44000;0;;;000;95;16.19271;6613;33231;SIM;18.316.59266;22.000.00000;30.741.15160
1305;1205;14/08/2010;14;04;26;35;29;13;36.208.21400;0;;;000;141;15.03423;9645;31397;SIM;22.221.53591;27.000.00000;31.299.00065
1306;1206;18/08/2010;02;11;37;36;48;06;38.590.86400;0;;;000;112;20.17250;8526;37855;SIM;26.383.44055;31.000.00000;31.893.55847
1307;1207;21/08/2010;32;35;22;09;56;11;46.011.35800;0;;;000;108;24.94219;8377;45937;SIM;31.345.62239;37.000.00000;32.602.44161
1308;1208;25/08/2010;45;12;01;26;54;20;51.832.51600;0;;;000;125;24.27647;9464;45806;SIM;36.935.59802;43.000.00000;33.401.00957
1309;1209;28/08/2010;30;17;38;14;05;35;64.118.19000;0;;;000;251;14.95549;16146;33213;SIM;59.900.45851;70.000.00000;34.388.85920
1310;1210;01/09/2010;03;07;09;10;31;34;124.600.18000;0;;;000;993;7.34620;57447;18140;SIM;73.338.20039;85.000.00000;36.308.53662
1311;1211;04/09/2010;36;54;03;31;15;48;177.888.80000;7;RIO DE JANEIRO;RJ;13.217.56489;981;10.61629;44163;33688;NÃO;000;2.000.00000;39.049.21576
1312;BOTUCATU;SP;;;;;;;;;;;;;;;;;;;
1313;MANDURI;SP;;;;;;;;;;;;;;;;;;;
1314;OSASCO;SP;;;;;;;;;;;;;;;;;;;
1315;PRAIA GRANDE;SP;;;;;;;;;;;;;;;;;;;
1316;Ribeirão Preto;SP;;;;;;;;;;;;;;;;;;;
1317;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1318;1212;08/09/2010;35;50;02;23;33;40;18.443.79000;0;;;000;28;38.56429;2326;66318;SIM;1.989.10538;4.000.00000;39.333.37368
1319;1213;11/09/2010;03;53;45;11;34;26;28.112.39400;0;;;000;111;14.82750;6156;38193;SIM;5.020.93963;8.000.00000;39.766.49287
1320;1214;15/09/2010;05;41;29;36;30;48;29.803.38600;0;;;000;87;20.05578;6593;37807;SIM;33.917.08584;40.000.00000;40.225.66467
1321;1215;18/09/2010;47;51;10;50;30;25;52.992.21600;0;;;000;144;21.54481;10052;44091;SIM;39.632.13151;46.000.00000;41.042.09978
1322;1216;22/09/2010;07;25;04;58;13;27;57.159.39400;0;;;000;555;6.02959;26524;18023;SIM;45.796.59437;53.000.00000;41.922.73734
1323;1217;25/09/2010;05;43;28;15;11;50;69.238.30600;0;;;000;266;15.23905;16184;35781;SIM;53.263.73031;61.000.00000;42.989.47106
1324;1218;29/09/2010;33;23;29;46;10;31;86.469.72600;0;;;000;211;23.99246;17290;41827;SIM;62.589.22131;75.000.00000;44.321.68407
1325;1219;02/10/2010;34;37;41;53;02;33;107.640.74000;0;;;000;220;28.64489;17919;50240;SIM;99.517.33459;115.000.00000;45.980.07251
1326;1220;06/10/2010;48;55;52;43;05;15;181.969.17600;1;FONTOURA XAVIER;RS;119.142.14427;377;28.25854;30478;49935;NÃO;000;3.000.00000;48.783.61675
1327;1221;09/10/2010;46;05;58;37;14;43;26.146.22400;0;;;000;102;15.00728;5864;37291;SIM;2.819.78893;6.000.00000;49.186.44374
1328;1222;13/10/2010;26;19;48;57;05;08;24.254.15600;0;;;000;121;11.73529;7404;27397;SIM;5.435.52420;8.000.00000;49.560.12023
1329;1223;16/10/2010;17;15;48;42;35;47;35.565.22600;0;;;000;358;5.81615;9411;31607;SIM;9.271.12319;13.000.00000;50.108.06295
1330;1224;20/10/2010;41;19;57;53;21;27;37.770.71600;1;CARAPICUIBA;SP;13.344.57742;124;17.83309;6867;46002;NÃO;000;23.000.00000;50.689.98500
1331;1225;23/10/2010;32;55;34;31;50;40;39.382.11000;1;BELO HORIZONTE;MG;24.970.85282;36;64.04566;3825;86111;NÃO;000;2.000.00000;51.296.73330
1332;1226;27/10/2010;31;55;56;50;40;10;22.114.71000;0;;;000;57;22.71431;9917;18650;SIM;2.385.00268;5.000.00000;51.637.44799
1333;1227;30/10/2010;35;31;04;30;54;28;28.377.03800;1;FORTALEZA;CE;5.445.37796;463;3.58823;5301;44771;NÃO;000;1.600.00000;52.074.64447
1334;1228;03/11/2010;36;10;60;52;50;23;18.171.94200;0;;;000;43;24.74150;3050;49830;SIM;1.959.78741;5.000.00000;52.354.61411
1335;1229;06/11/2010;12;49;60;32;30;40;27.891.62600;0;;;000;42;38.87924;2827;82516;SIM;14.182.93900;18.000.00000;52.784.33200
1336;1230;10/11/2010;37;35;12;22;19;09;34.852.88200;0;;;000;110;18.54980;9272;31438;SIM;17.941.71391;22.000.00000;53.321.29985
1337;1231;13/11/2010;20;27;49;05;23;39;41.183.82800;1;SÃO PAULO;SP;22.383.26166;161;14.97594;9961;34579;NÃO;000;2.000.00000;53.955.80669
1338;1232;17/11/2010;12;18;15;08;11;22;18.310.61600;0;;;000;161;6.65840;7374;20768;SIM;1.974.74297;4.500.00000;54.237.91284
1339;1233;20/11/2010;49;22;59;29;32;54;24.496.59400;0;;;000;33;43.45953;3057;67020;SIM;4.616.62443;8.000.00000;54.615.32450
1340;1234;24/11/2010;03;05;24;19;30;35;26.346.30400;0;;;000;120;12.85380;9102;24209;SIM;17.300.36017;21.000.00000;55.021.23406
1341;1235;27/11/2010;16;49;55;20;10;26;35.707.02400;0;;;000;83;25.18656;6028;49542;SIM;21.151.25164;25.000.00000;55.571.36142
1342;1236;01/12/2010;17;20;38;08;53;03;37.987.01800;0;;;000;136;16.35270;9270;34272;SIM;25.248.03337;30.000.00000;56.156.61597
1343;1237;04/12/2010;26;21;39;05;18;59;45.457.85000;1;SERINGUEIRAS;RO;30.150.52109;132;20.16175;9303;40867;NÃO;000;2.000.00000;56.856.97138
1344;1238;08/12/2010;40;45;24;14;13;39;20.265.74000;0;;;000;41;28.93822;3065;55300;SIM;2.185.59701;5.000.00000;57.169.19954
1345;1239;11/12/2010;15;01;48;37;39;52;26.507.92000;0;;;000;57;27.22664;3794;58435;SIM;16.292.39949;20.000.00000;57.577.59908
1346;1240;15/12/2010;22;42;49;08;12;09;33.280.22800;0;;;000;123;15.84070;8257;33710;SIM;19.881.56856;24.000.00000;58.090.33754
1347;1241;18/12/2010;13;26;25;10;28;45;38.582.50600;0;;;000;181;12.47972;12556;25700;SIM;24.042.57182;26.000.00000;58.684.76659
1348;1242;20/12/2010;54;45;51;11;34;48;15.206.15200;0;;;000;19;46.85532;2046;62159;SIM;25.682.50800;29.000.00000;58.919.04321
1349;1243;22/12/2010;32;19;23;57;09;29;36.481.15000;0;;;000;139;15.36551;8401;36318;SIM;29.616.88654;34.000.00000;59.481.09730
1350;1244;24/12/2010;45;08;34;15;02;25;34.804.98200;0;;;000;124;16.43285;9080;32059;SIM;104.122.62600;200.000.00000;104.122.62600
1351;1245;31/12/2010;34;10;37;50;43;02;472.524.74400;4;CARIACICA;ES;48.598.80001;1561;17.72209;94921;41634;NÃO;000;2.000.00000;000
1352;BELO HORIZONTE;MG;;;;;;;;;;;;;;;;;;;
1353;FAZENDA RIO GRANDE;PR;;;;;;;;;;;;;;;;;;;
1354;PINHAIS;PR;;;;;;;;;;;;;;;;;;;
1355;1246;05/01/2011;59;10;37;57;40;43;19.919.21600;0;;;000;46;25.35173;3939;42294;SIM;2.148.22548;4.700.00000;306.88937
1356;1247;08/01/2011;09;11;24;03;51;36;25.486.84200;0;;;000;164;9.09841;9543;22337;SIM;4.896.90211;8.000.00000;699.55747
1357;1248;12/01/2011;20;33;58;34;57;60;26.909.13400;0;;;000;86;18.31869;3832;58731;SIM;7.798.96850;11.000.00000;1.114.13840
1358;1249;15/01/2011;03;40;08;53;51;36;31.331.49400;1;SÃO PAULO;SP;11.177.97267;103;17.80890;5887;44512;NÃO;000;9.000.00000;1.596.85329
1359;1250;19/01/2011;59;01;02;40;51;24;24.818.54000;0;;;000;61;23.81988;4394;47240;SIM;9.702.75658;12.000.00000;1.979.22506
1360;1251;22/01/2011;48;27;34;52;46;05;30.378.34600;0;;;000;261;6.81423;9795;25939;SIM;12.978.96670;17.000.00000;2.447.25510
1361;1252;26/01/2011;35;02;51;14;49;39;30.827.50800;0;;;000;67;26.93747;4975;51825;SIM;16.303.61754;20.000.00000;2.922.20524
1362;1253;29/01/2011;02;51;17;44;43;23;32.285.87600;0;;;000;99;19.09284;7284;37071;SIM;19.785.54884;24.000.00000;3.419.62401
1363;1254;02/02/2011;09;29;18;07;14;39;37.458.52000;0;;;000;142;15.44385;9454;33138;SIM;34.384.81793;40.000.00000;3.996.73615
1364;1255;05/02/2011;23;05;54;39;38;51;49.433.15200;0;;;000;155;18.67152;11485;35998;SIM;39.716.02961;46.000.00000;4.758.33783
1365;1256;09/02/2011;26;38;33;35;53;43;53.756.44000;0;;;000;121;26.00988;8843;50842;SIM;45.513.49446;52.000.00000;5.586.54710
1366;1257;12/02/2011;27;15;30;52;26;02;64.072.69400;2;MADALENA;CE;26.211.76761;154;24.35821;11765;45548;NÃO;000;2.500.00000;6.573.69579
1367;RIO DE JANEIRO;RJ;;;;;;;;;;;;;;;;;;;
1368;1258;16/02/2011;47;26;11;57;59;55;20.773.87200;0;;;000;27;45.04503;2688;64637;SIM;2.240.39748;5.000.00000;6.893.75258
1369;1259;19/02/2011;39;54;58;46;04;06;26.806.90600;0;;;000;74;21.20842;5240;42786;SIM;19.695.53706;23.000.00000;7.306.75851
1370;1260;23/02/2011;19;23;31;53;29;41;36.464.79800;0;;;000;70;30.49783;5798;52600;SIM;23.628.15210;28.000.00000;7.868.56067
1371;1261;26/02/2011;10;41;14;22;53;42;43.097.45000;0;;;000;78;32.34820;6490;55539;SIM;28.276.07802;33.000.00000;8.532.55011
1372;1262;02/03/2011;11;39;09;05;08;07;47.098.39600;2;RIO DE JANEIRO;RJ;16.677.74677;440;6.26681;25528;15430;NÃO;000;2.000.00000;9.258.18092
1373;SÃO JOSÉ DOS CAMPOS;SP;;;;;;;;;;;;;;;;;;;
1374;1263;05/03/2011;41;53;18;04;36;26;23.203.89000;0;;;000;79;17.19598;4180;46427;SIM;2.502.46736;5.000.00000;9.615.67626
1375;1264;09/03/2011;56;17;37;51;04;36;14.366.45800;0;;;000;29;29.00313;2583;46517;SIM;15.184.97760;18.000.00000;9.837.01596
1376;1265;12/03/2011;13;50;46;24;60;19;35.654.89200;0;;;000;97;21.51992;7669;38884;SIM;19.030.24679;23.000.00000;10.386.34014
1377;1266;16/03/2011;39;06;42;10;60;33;38.583.90200;0;;;000;106;21.31049;8019;40242;SIM;23.191.40061;27.000.00000;10.980.79071
1378;1267;19/03/2011;47;58;04;41;20;30;43.579.25000;0;;;000;56;45.56013;5172;70471;SIM;27.891.28717;33.000.00000;11.652.20309
1379;1268;23/03/2011;17;53;60;44;16;03;47.680.91800;0;;;000;123;22.69513;8836;45131;SIM;33.033.52587;39.000.00000;12.386.80863
1380;1269;26/03/2011;51;05;27;04;15;17;53.724.82400;2;GOIÂNIA;GO;19.413.79051;200;15.72672;15111;29735;NÃO;000;17.000.00000;13.214.53082
1381;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1382;1270;30/03/2011;31;33;24;05;42;09;30.161.59800;0;;;000;144;12.26267;9186;27461;SIM;18.113.89954;21.000.00000;13.679.22148
1383;1271;02/04/2011;02;52;39;59;48;01;39.846.55200;0;;;000;65;35.88976;6281;53058;SIM;22.411.22622;27.000.00000;14.293.12531
1384;1272;06/04/2011;28;27;13;35;26;52;42.828.19200;0;;;000;113;22.18935;9626;37211;SIM;27.030.11351;33.000.00000;14.952.96637
1385;1273;09/04/2011;60;26;19;58;13;40;50.241.48200;0;;;000;118;24.92721;8910;47160;SIM;32.448.50108;38.000.00000;15.727.02175
1386;1274;13/04/2011;13;59;21;17;40;39;53.983.25800;0;;;000;166;19.03900;11088;40719;SIM;52.984.88398;59.000.00000;16.558.72554
1387;1275;16/04/2011;58;55;14;02;60;48;73.653.24400;0;;;000;111;38.84741;11630;52967;SIM;60.928.15726;70.000.00000;17.693.47888
1388;1276;20/04/2011;09;40;05;22;36;11;97.178.96200;2;SÃO JOSÉ DOS PINHAIS;PR;35.704.30303;560;10.15962;30367;26764;NÃO;000;2.500.00000;19.190.68585
1389;LIMEIRA;SP;;;;;;;;;;;;;;;;;;;
1390;1277;23/04/2011;50;59;18;31;60;12;14.072.74600;0;;;000;30;27.46317;1783;66011;SIM;1.517.70188;4.000.00000;19.407.50042
1391;1278;27/04/2011;04;16;24;56;25;30;26.858.21400;0;;;000;187;8.40870;5455;41179;SIM;4.414.27670;7.000.00000;19.821.29685
1392;1279;30/04/2011;08;29;36;35;14;40;32.711.46000;0;;;000;98;19.54191;5880;46528;SIM;24.514.91208;28.000.00000;20.325.27246
1393;1280;04/05/2011;29;06;54;10;20;16;43.424.62800;0;;;000;97;26.20943;8585;42304;SIM;29.198.12313;35.000.00000;20.994.30263
1394;1281;07/05/2011;36;14;30;38;11;08;53.275.66800;1;RIO DE JANEIRO;RJ;34.943.73822;198;15.75277;12813;34775;NÃO;000;2.000.00000;21.815.10479
1395;1282;11/05/2011;04;39;56;23;52;55;23.599.58600;0;;;000;37;37.34185;4203;46961;SIM;2.545.14194;5.000.00000;22.178.69651
1396;1283;14/05/2011;59;08;60;44;40;30;30.264.74600;0;;;000;57;31.08532;4333;58417;SIM;5.809.10065;9.000.00000;22.644.97634
1397;1284;18/05/2011;26;21;20;36;31;29;30.674.65400;0;;;000;46;39.04047;3353;76514;SIM;21.403.38214;26.000.00000;23.117.57151
1398;1285;21/05/2011;33;10;15;38;31;28;43.657.46600;0;;;000;127;20.12556;9744;37472;SIM;26.111.70405;32.000.00000;23.790.18894
1399;1286;25/05/2011;05;52;02;33;51;28;46.704.21400;0;;;000;185;14.78011;12297;31765;SIM;31.148.60826;37.000.00000;24.509.74670
1400;1287;28/05/2011;33;42;12;31;11;52;54.299.78000;0;;;000;137;23.20442;8177;55539;SIM;37.004.67064;43.000.00000;25.346.32705
1401;1288;01/06/2011;42;32;56;40;30;17;64.550.36600;0;;;000;69;54.77001;7350;73452;SIM;43.966.22683;52.000.00000;26.340.83508
1402;1289;04/06/2011;13;08;27;01;03;52;82.657.22000;2;ATIBAIA;SP;26.440.27546;436;11.09909;30724;22500;NÃO;000;23.000.00000;27.614.30997
1403;BEBEDOURO;SP;;;;;;;;;;;;;;;;;;;
1404;1290;08/06/2011;14;50;03;23;02;34;39.216.01400;0;;;000;93;24.68730;7535;43528;SIM;24.014.97407;30.000.00000;28.218.49929
1405;1291;11/06/2011;18;57;58;40;47;54;48.474.30000;0;;;000;49;57.91735;5416;74856;SIM;29.242.77655;35.000.00000;28.965.32824
1406;1292;15/06/2011;30;31;23;09;54;11;49.790.14600;0;;;000;128;22.77334;10397;40052;SIM;34.612.48892;40.000.00000;29.732.43001
1407;1293;18/06/2011;24;50;01;44;13;40;57.303.46600;0;;;000;163;20.58195;11182;42860;SIM;40.792.48949;50.000.00000;30.615.28725
1408;1294;22/06/2011;06;50;04;48;29;51;64.840.15600;0;;;000;148;25.64930;10401;52139;SIM;65.385.07843;72.000.00000;31.614.26000
1409;1295;25/06/2011;20;02;43;15;05;57;74.795.49800;1;SANTO ANDRÉ;SP;73.451.54026;314;13.94566;20014;31256;NÃO;000;2.500.00000;32.766.61170
1410;1296;29/06/2011;49;43;14;10;53;46;22.389.83000;0;;;000;48;27.30881;3607;51915;SIM;2.414.67352;5.000.00000;33.111.56508
1411;1297;02/07/2011;02;56;11;05;59;13;29.736.90200;0;;;000;100;17.40961;9538;26075;SIM;5.621.70590;9.000.00000;33.569.71258
1412;1298;06/07/2011;60;14;53;30;15;55;31.765.67000;1;MANDAGUARI;PR;9.047.53460;38;48.94041;4046;65663;NÃO;000;2.000.00000;34.059.11670
1413;1299;09/07/2011;56;32;08;22;43;53;24.421.44800;0;;;000;35;40.85042;3035;67298;SIM;15.046.66345;18.000.00000;34.435.37058
